11.0 2.0 50.0 0.0 0.0
12.0 4.0 44.54545454545455 0.0 0.18181818181818182
13.0 6.0 39.916666666666664 0.0 0.3333333333333333
13.0 8.0 35.92307692307692 0.0 0.46153846153846156
13.0 10.0 34.92307692307692 0.0 0.46153846153846156
13.0 12.0 33.92307692307692 0.0 0.46153846153846156
13.0 14.0 32.92307692307692 0.0 0.46153846153846156
13.0 16.0 31.923076923076923 0.0 0.46153846153846156
13.0 18.0 30.923076923076923 0.0 0.46153846153846156
13.0 20.0 29.923076923076923 0.0 0.46153846153846156
13.0 22.0 28.923076923076923 0.0 0.46153846153846156
13.0 24.0 27.923076923076923 0.0 0.46153846153846156
13.0 25.0 26.923076923076923 0.0 0.46153846153846156
13.0 27.0 27.46153846153846 0.0 0.46153846153846156
13.0 29.0 26.46153846153846 0.0 0.46153846153846156
13.0 30.0 25.46153846153846 0.0 0.46153846153846156
13.0 32.0 26.0 0.0 0.46153846153846156
13.0 34.0 25.0 0.0 0.46153846153846156
13.0 34.0 24.0 0.0 0.46153846153846156
13.0 35.0 26.076923076923077 0.0 0.46153846153846156
12.0 37.0 28.833333333333332 19.0 0.5
12.0 39.0 27.833333333333332 19.0 0.5
12.0 41.0 26.833333333333332 19.0 0.5
11.0 42.0 28.181818181818183 21.0 0.2727272727272727
11.0 44.0 29.0 21.0 0.2727272727272727
10.0 45.0 30.8 22.333333333333332 0.3
10.0 46.0 31.8 22.333333333333332 0.3
10.0 46.0 32.8 22.333333333333332 0.3
10.0 48.0 35.8 22.333333333333332 0.3
10.0 50.0 34.8 22.333333333333332 0.3
10.0 52.0 33.8 22.333333333333332 0.3
10.0 54.0 32.8 22.333333333333332 0.3
10.0 56.0 31.8 22.333333333333332 0.3
10.0 58.0 30.8 22.333333333333332 0.3
10.0 60.0 29.8 22.333333333333332 0.3
11.0 62.0 28.8 22.333333333333332 0.3
11.0 64.0 25.272727272727273 22.333333333333332 0.45454545454545453
11.0 66.0 24.272727272727273 22.333333333333332 0.45454545454545453
11.0 67.0 23.272727272727273 22.333333333333332 0.45454545454545453
11.0 69.0 24.09090909090909 22.333333333333332 0.45454545454545453
11.0 71.0 23.09090909090909 22.333333333333332 0.45454545454545453
11.0 72.0 22.09090909090909 22.333333333333332 0.45454545454545453
11.0 72.0 22.90909090909091 22.333333333333332 0.45454545454545453
11.0 74.0 25.545454545454547 22.333333333333332 0.45454545454545453
11.0 76.0 24.545454545454547 22.333333333333332 0.45454545454545453
11.0 77.0 23.545454545454547 22.333333333333332 0.45454545454545453
11.0 78.0 24.363636363636363 22.333333333333332 0.45454545454545453
11.0 80.0 25.181818181818183 22.333333333333332 0.45454545454545453
11.0 80.0 24.181818181818183 22.333333333333332 0.45454545454545453
11.0 82.0 26.818181818181817 22.333333333333332 0.45454545454545453
11.0 83.0 25.818181818181817 22.333333333333332 0.45454545454545453
10.0 85.0 29.3 20.75 0.5
10.0 86.0 28.3 20.75 0.5
10.0 88.0 29.3 20.75 0.5
10.0 90.0 28.3 20.75 0.5
10.0 92.0 27.3 20.75 0.5
10.0 93.0 26.3 20.75 0.5
9.0 94.0 30.333333333333332 28.0 0.1111111111111111
9.0 96.0 31.555555555555557 28.0 0.1111111111111111
9.0 97.0 30.555555555555557 28.0 0.1111111111111111
9.0 98.0 31.77777777777778 28.0 0.1111111111111111
9.0 99.0 33.0 28.0 0.1111111111111111
9.0 100.0 34.22222222222222 28.0 0.1111111111111111
9.0 101.0 35.44444444444444 28.0 0.1111111111111111
9.0 102.0 36.666666666666664 28.0 0.1111111111111111
9.0 103.0 37.888888888888886 28.0 0.1111111111111111
9.0 105.0 39.111111111111114 28.0 0.1111111111111111
9.0 106.0 38.111111111111114 28.0 0.1111111111111111
10.0 107.0 39.333333333333336 28.0 0.1111111111111111
11.0 109.0 36.5 28.0 0.3
8.0 111.0 44.375 43.75 0.625
8.0 113.0 43.375 43.75 0.625
8.0 115.0 42.375 43.75 0.625
8.0 117.0 41.375 43.75 0.625
8.0 119.0 40.375 43.75 0.625
8.0 120.0 39.375 43.75 0.625
8.0 121.0 40.875 43.75 0.625
8.0 122.0 42.375 43.75 0.625
8.0 124.0 43.875 43.75 0.625
8.0 126.0 42.875 43.75 0.625
8.0 128.0 41.875 43.75 0.625
8.0 128.0 40.875 43.75 0.625
8.0 130.0 44.875 43.75 0.625
8.0 131.0 43.875 43.75 0.625
8.0 132.0 45.375 43.75 0.625
8.0 133.0 44.375 43.75 0.625
8.0 134.0 43.375 43.75 0.625
8.0 134.0 44.875 43.75 0.625
8.0 135.0 48.875 43.75 0.625
8.0 136.0 47.875 43.75 0.625
8.0 137.0 46.875 43.75 0.625
7.0 138.0 52.42857142857143 41.333333333333336 0.7142857142857143
7.0 139.0 54.285714285714285 41.333333333333336 0.7142857142857143
6.0 140.0 65.5 46.5 0.5
6.0 140.0 67.83333333333333 46.5 0.5
6.0 142.0 73.5 46.5 0.5
6.0 143.0 72.5 46.5 0.5
6.0 143.0 71.5 46.5 0.5
5.0 145.0 92.6 45.0 0.6
5.0 146.0 91.6 45.0 0.6
5.0 147.0 90.6 45.0 0.6
